ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
580-73-2396|3550373145303854|James|Hardin|M|51844 Nicholas Lane|New Castle|DE|19720|39.5929|-75.6515|59250|Medical secretary|1991-02-04|719783599768|adults_2550_male_urban.json
530-33-6166|4557790827237|Billy|Schneider|M|22591 Robert Isle|Goodyear|AZ|85338|33.4368|-112.3834|67037|Clothing/textile technologist|1969-08-25|740802473168|adults_50up_male_urban.json
491-27-9680|4030299228092023|David|White|M|904 Jay Rest Suite 723|Omaha|NE|68122|41.3333|-96.0458|518429|Paediatric nurse|1992-04-16|157199405309|adults_2550_male_urban.json
841-99-2980|3525799136621031|Kelly|Blankenship|F|91279 Natalie Place Apt. 172|Troutdale|OR|97060|45.5254|-122.3739|21226|Toxicologist|1979-10-28|908554315130|adults_2550_female_urban.json
794-87-7070|180050863765993|Brent|Anderson|M|14986 Lopez Station Apt. 981|Sonora|TX|76950|30.5558|-100.6307|4180|Scientist, product/process development|1984-01-15|412347758641|adults_2550_male_urban.json
211-89-5176|6512694486959461|Nicole|Gutierrez|F|58874 Lane Trail Suite 213|Oakland|CA|94618|37.8431|-122.2402|381459|Product manager|2000-04-09|772162574642|young_adults_female_urban.json
103-28-8329|6589026012796117|Deborah|Wood|F|669 Dawson Ranch|Orlando|FL|32822|28.4944|-81.2902|878243|Barista|1986-07-03|854465343288|adults_2550_female_urban.json
656-64-7193|568430988390|Caroline|Johnson|F|021 Chan Knoll|Hartville|OH|44632|40.9618|-81.3239|9765|Nutritional therapist|1968-12-18|645986493050|adults_50up_female_urban.json
531-02-1125|2704895543937690|Aaron|Thompson|M|184 Arroyo Unions|Mountain Top|PA|18707|41.135|-75.9376|15557|Scientific laboratory technician|1950-10-25|283281909609|adults_50up_male_urban.json
833-74-4099|3569735779071412|James|Kramer|M|356 Black Branch|Dallas|GA|30132|33.9163|-84.8278|79338|General practice doctor|1959-04-20|314598870934|adults_50up_male_urban.json
409-87-5604|2702755394237339|Nancy|Salas|F|33952 David Common|Waynesboro|VA|22980|38.0774|-78.9035|31451|Research officer, government|1939-03-01|6931334095|adults_50up_female_urban.json
044-62-6082|3579472846392088|Rebecca|Mendoza|F|562 Bray Square|Pelham|AL|35124|33.2932|-86.768|23020|Scientist, marine|1969-06-04|345573371830|adults_50up_female_urban.json
013-87-3453|6011559428434798|Greg|White|M|65564 White Curve Apt. 143|Bronx|NY|10452|40.8376|-73.9216|1382480|Surveyor, building control|1970-04-14|942454203201|adults_50up_male_urban.json
201-19-2451|30026728857441|Justin|Bradley|M|20347 Shannon Isle Suite 558|Tracy|CA|95304|37.7319|-121.4096|106426|Surveyor, hydrographic|1938-12-16|893060472234|adults_50up_male_urban.json
353-03-6747|2289399824558773|Stacy|James|F|2256 Sweeney Cliffs Apt. 253|Bellevue|WA|98004|47.6155|-122.2072|131324|Interior and spatial designer|1981-10-07|718620520120|adults_2550_female_urban.json
728-35-9919|4475987622023410|Daniel|Sanders|M|78006 Dalton River|Versailles|KY|40383|38.0413|-84.7287|22408|Designer, furniture|1971-11-29|717621652546|adults_50up_male_urban.json
317-30-4054|3572282005577842|Joshua|Taylor|M|979 Mills Route|Mount Dora|FL|32757|28.774|-81.6439|23746|Social research officer, government|1957-04-06|997762397943|adults_50up_male_urban.json
494-70-3722|2445642400825475|Joseph|Watts|M|4064 Laura Plaza Suite 368|Brooklyn|NY|11232|40.6521|-74.0018|2504700|Press sub|1965-10-24|272278386916|adults_50up_male_urban.json
733-95-6386|6011416389448467|Cole|Jones|M|1797 Graves Overpass|Temperance|MI|48182|41.7682|-83.5797|21708|Emergency planning/management officer|1973-07-22|18557023491|adults_2550_male_urban.json
051-69-0363|4442703120735649|Rachel|Jimenez|F|0512 Joseph Lock Apt. 872|Flagstaff|AZ|86011|35.6308|-112.0524|84499|Engineer, agricultural|1979-03-05|927264966457|adults_2550_female_urban.json
837-49-0207|2246730371837644|Timothy|Moore|M|881 Olson Hills|Laguna Hills|CA|92653|33.5916|-117.6985|45303|Engineer, civil (contracting)|1984-07-04|976505596881|adults_2550_male_urban.json
885-86-3569|2246502491630096|Rachel|Alvarez|F|1327 Gina Junction|Gainesville|VA|20155|38.8157|-77.6216|29411|Best boy|1974-10-09|391098756160|adults_2550_female_urban.json
158-90-8788|5573585730652407|John|Kim|M|739 Amy Islands Suite 498|Ville Platte|LA|70586|30.6924|-92.2737|20313|Designer, multimedia|1961-12-06|580116407639|adults_50up_male_urban.json
461-38-4315|180070862095937|Frank|Brown|M|87829 Morris Row Suite 118|Port Orchard|WA|98367|47.4707|-122.651|61951|Broadcast engineer|1950-04-10|915016055940|adults_50up_male_urban.json
183-05-3311|2531096789940535|Larry|Jones|M|717 Michael Summit|Anaheim|CA|92805|33.8359|-117.9086|354475|Pathologist|1969-05-31|407257502832|adults_50up_male_urban.json
844-79-4356|213114138113867|Collin|Fox|M|288 Reese Trafficway|Modesto|CA|95358|37.6237|-121.0438|255354|Technical author|2003-12-25|740271815861|young_adults_male_urban.json
720-86-6998|2223868528975581|Wendy|Nguyen|F|6593 Nicholas Plaza Suite 577|Indianapolis|IN|46224|39.794|-86.2707|910148|Occupational psychologist|1958-08-10|794569789978|adults_50up_female_urban.json
292-77-0268|213140433504880|Justin|Howe|M|07522 Richardson Prairie|North Freedom|WI|53951|43.4106|-89.849|2601|Fisheries officer|1956-03-06|280173576486|adults_50up_male_urban.json
095-74-6551|3515727919409615|Richard|Weeks|M|6613 Cynthia Roads Suite 048|Oakland|CA|94601|37.7806|-122.2166|381459|Architectural technologist|1988-03-21|594076940942|adults_2550_male_urban.json
154-42-8232|3520679981364629|Carlos|Miller|M|641 Shaw Trail|Seattle|WA|98122|47.6116|-122.3056|837792|Conservator, furniture|1972-03-22|149301794538|adults_50up_male_urban.json
573-26-7994|6011898331465915|Ashley|Gutierrez|F|3559 Kayla Extension Suite 979|Saint Peters|MO|63376|38.7802|-90.6228|70828|Dancer|1947-05-12|49136416256|adults_50up_female_urban.json
205-88-6125|4103924051477056|Daniel|Medina|M|848 Dean Divide|Azusa|CA|91702|34.1248|-117.9031|59705|Adult nurse|1929-12-11|641567640429|adults_50up_male_urban.json
540-06-4186|4439407016451049|Sean|Banks|M|8157 Jacob Parkway|Elmhurst|IL|60126|41.8927|-87.941|46371|Programmer, systems|1963-07-30|24534868377|adults_50up_male_urban.json
254-68-4996|376205554384041|Shawn|Zamora|M|432 Prince Shoals|Charlottesville|VA|22901|38.0936|-78.5611|112588|Copywriter, advertising|2000-05-09|799240993760|young_adults_male_urban.json
534-87-3727|6011926495782328|Kevin|Sutton|M|48262 Lonnie Point|Grapevine|TX|76051|32.9328|-97.0808|46320|Site engineer|1928-01-01|794348195155|adults_50up_male_urban.json
189-41-2385|3556647423122092|Lisa|Obrien|F|330 Miller Tunnel|Tuckasegee|NC|28783|35.2599|-83.0749|1593|Publishing rights manager|2003-01-11|550331711552|young_adults_female_rural.json
481-92-6127|4772233060463333|Andrea|Ho|F|757 Ronald Trail Apt. 965|New Berlin|WI|53146|42.974|-88.1553|39445|Nurse, mental health|1937-07-29|630254100367|adults_50up_female_urban.json
550-68-0631|213177038860861|Kelli|Mccoy|F|47644 Jackson Hill|Deming|NM|88030|32.2318|-107.7466|23222|Video editor|1958-03-15|59781790776|adults_50up_female_urban.json
146-60-7401|2612982665702796|Steven|Huang|M|45211 Jasmin Roads Suite 186|Vallejo|CA|94589|38.1582|-122.2804|119080|Sales promotion account executive|1933-08-03|413003624262|adults_50up_male_urban.json
390-06-2800|342220644742125|Tyler|Smith|M|77780 Young Radial Suite 767|Lewisburg|TN|37091|35.4596|-86.7812|21005|Cartographer|1997-09-22|659712201779|adults_2550_male_urban.json
251-71-4557|3502205020994515|Anthony|Butler|M|49998 Tammy Summit|Sandusky|OH|44870|41.4349|-82.7063|41030|Technical sales engineer|1942-03-22|98938179632|adults_50up_male_urban.json
331-48-6209|2381472145868333|Lisa|Rodriguez|F|9469 Green Ports|Albany|NY|12209|42.6417|-73.7854|151022|Youth worker|1975-03-08|674866979163|adults_2550_female_urban.json
509-67-8155|30293430107131|Rebecca|Duarte|F|55830 Hannah Glens Apt. 448|Parrish|FL|34219|27.5572|-82.396|17135|Statistician|1970-02-22|843204832295|adults_50up_female_urban.json
117-88-5461|379902355770272|Brittney|Murray|F|6084 Peters Brook Apt. 955|Raymore|MO|64083|38.8019|-94.4529|20995|Brewing technologist|1997-03-17|167373214626|adults_2550_female_urban.json
861-04-5557|6011996291450461|Angie|Wiley|F|4384 Daniel Tunnel Apt. 317|Greenwood|AR|72936|35.1955|-94.253|14527|Risk manager|1974-07-17|876280422412|adults_2550_female_urban.json
513-20-3117|378452182307683|Brian|Collins|M|915 Small Cove|Fort Lauderdale|FL|33319|26.1848|-80.2406|711693|Scientist, research (life sciences)|1938-06-03|724845224567|adults_50up_male_urban.json
024-74-5115|4533448571422418|Alexis|Dean|F|85854 Sherry Unions|Elmer|NJ|08318|39.5691|-75.163|12702|Herpetologist|1978-08-19|268753639827|adults_2550_female_urban.json
073-40-5550|180002070160161|Jenna|Bush|F|545 Jennifer Skyway Apt. 792|New York City|NY|10002|40.7152|-73.9877|1577385|Chief Financial Officer|1948-10-29|883959464200|adults_50up_female_urban.json
100-59-5086|4733294562557707|Ana|Rodriguez|F|2459 William Lodge Apt. 581|Chicago|IL|60620|41.7411|-87.6543|2680484|Immigration officer|1995-12-07|509094265711|adults_2550_female_urban.json
605-53-3909|3582761539669587|Melissa|Thompson|F|971 Nguyen Court|Klamath Falls|OR|97603|42.1919|-121.7241|51984|Producer, television/film/video|1997-08-21|335764110674|adults_2550_female_urban.json
072-77-1782|4570132902278467|Lisa|West|F|549 Sellers Mews|Houston|TX|77080|29.8159|-95.523|2906700|Local government officer|1979-10-22|98742540483|adults_2550_female_urban.json
009-79-8363|6011405800851409|David|Park|M|566 Graham Forest Apt. 723|Cannon Falls|MN|55009|44.496|-92.864|8030|Surveyor, building control|1995-10-29|925069791808|adults_2550_male_urban.json
861-54-2528|4201027621267969279|Katrina|Arnold|F|5326 Becky Vista Apt. 846|Coeur D Alene|ID|83814|47.6928|-116.785|54386|Sports coach|1975-04-04|401907373048|adults_2550_female_urban.json
039-73-7918|3519712847818919|Danielle|Mccoy|F|894 Rebecca Place|Clayton|NC|27527|35.6577|-78.3837|54573|Administrator, arts|1986-02-19|500229982535|adults_2550_female_urban.json
481-74-5432|6544209494079293|Anthony|Mooney|M|7128 Melissa Harbors|Bakersfield|CA|93308|35.4244|-119.0433|520197|Forensic psychologist|1940-06-11|674879115116|adults_50up_male_urban.json
282-33-0233|3592927524372804|Grant|Miller|M|276 Young Mill|Dubuque|IA|52001|42.515|-90.6819|71168|Diplomatic Services operational officer|1946-07-23|632265815336|adults_50up_male_urban.json
056-83-4332|5227674783667429|Kerry|Graham|F|6580 Samantha Route Suite 694|Toano|VA|23168|37.3901|-76.8253|6115|Legal executive|1978-09-28|293218817973|adults_2550_female_urban.json
262-84-9572|6539385258001066|Anne|Garcia|F|3443 Andrew Course Apt. 939|Woodbridge|VA|22193|38.6438|-77.3451|184039|Community development worker|1995-05-06|95004578288|adults_2550_female_urban.json
134-49-9275|4244717465421409|Janet|Cook|F|4271 Krause Flats|Laguna Hills|CA|92653|33.5916|-117.6985|45303|Travel agency manager|1943-07-28|194959880423|adults_50up_female_urban.json
504-14-2358|180039174101196|Monica|Waters|F|2006 Hernandez Isle|Simi Valley|CA|93063|34.3046|-118.6844|126874|Nurse, adult|1963-12-17|2468061102|adults_50up_female_urban.json
725-99-8040|36618306719854|Felicia|Turner|F|158 Miller Mount|Leesburg|FL|34788|28.8887|-81.7827|55765|Horticultural consultant|1938-07-14|221825580025|adults_50up_female_urban.json
568-06-6295|4461571732030931|Katherine|Brown|F|8700 Brown Turnpike Apt. 613|Williamstown|MA|01267|42.7089|-73.2036|7989|Scientist, research (medical)|1968-01-03|956395061779|adults_50up_female_urban.json
153-95-9493|4027079032024|Mark|Conway|M|9291 Danny Ranch|Grand Rapids|MI|49506|42.944|-85.6213|375580|Warden/ranger|1978-04-04|69666828528|adults_2550_male_urban.json
437-44-6587|349825309251148|Brenda|Perry|F|273 Dennis Turnpike Suite 207|Greenville|GA|30222|33.0468|-84.7402|4042|Catering manager|1950-11-23|4322238535|adults_50up_female_urban.json
092-91-9728|4723248763290927910|Mark|Patton|M|0833 Valerie Court Suite 883|Falkville|AL|35622|34.3477|-86.9131|7388|Psychologist, forensic|1976-02-07|690503315009|adults_2550_male_urban.json
214-36-0870|4277220054365|David|Jensen|M|10822 Todd Crescent Apt. 379|Alta Loma|CA|91701|34.1376|-117.5999|63716|TEFL teacher|1945-06-07|460961541101|adults_50up_male_urban.json
766-87-5337|4531363631797|Kari|Zamora|F|97265 Stephen Fields|Lima|OH|45805|40.7399|-84.1459|86954|Mechanical engineer|1972-10-05|300542724083|adults_50up_female_urban.json
344-17-0526|3542177625349290|Susan|Lane|F|68739 Hood Harbors|Youngstown|OH|44515|41.0979|-80.7598|163222|Administrator, education|1946-11-17|471286837656|adults_50up_female_urban.json
254-42-7115|3592906007806868|John|Yates|M|7318 Heather Lodge|Joliet|IL|60435|41.5454|-88.1299|128354|Engineering geologist|1971-05-23|391412017641|adults_50up_male_urban.json
245-83-1487|675942799072|John|Taylor|M|57016 Schmidt Hill Suite 498|New Bedford|MA|02745|41.6913|-70.9355|94905|Teaching laboratory technician|1974-01-23|231045526966|adults_2550_male_urban.json
636-43-0899|180001657905527|Maria|Bush|F|53817 Karen Trace|Spokane|WA|99203|47.6294|-117.4041|342856|Equality and diversity officer|1938-10-03|387923438251|adults_50up_female_urban.json
516-88-6930|4155778817884795134|Steven|Ellis|M|2411 Joshua Square|Lafayette|IN|47909|40.3228|-86.8881|98078|Data scientist|1995-02-04|165340472930|adults_2550_male_urban.json
534-81-0372|4827567043103856958|Matthew|Buchanan|M|887 Torres Curve Suite 243|Sacramento|CA|95823|38.4797|-121.4438|757530|Radio broadcast assistant|1963-12-13|847346136203|adults_50up_male_urban.json
152-46-4660|30292842222314|Amanda|Stewart|F|4523 Elizabeth Key|Atlanta|GA|30319|33.8687|-84.3351|900273|Data scientist|1969-08-11|491227929210|adults_50up_female_urban.json
167-69-4941|5167275208854741|Wayne|Webster|M|751 Mccullough Dam|Grand Prairie|TX|75050|32.7649|-97.0112|174375|Structural engineer|1941-05-15|335509428125|adults_50up_male_urban.json
412-80-3611|30515093983436|Alison|Ryan|F|186 Tracy Rapids Apt. 562|District Heights|MD|20747|38.8539|-76.8891|40054|Physiotherapist|1947-11-04|422494343629|adults_50up_female_urban.json
013-37-5652|377813767426621|Sara|Harper|F|47851 Davis Lodge|Portland|OR|97214|45.5142|-122.6364|841711|Government social research officer|1936-09-07|190758885169|adults_50up_female_urban.json
474-91-9305|4264870494787301|Rick|Moore|M|714 White Spurs Apt. 014|Camden|NC|27921|36.325|-76.15|4805|Research officer, government|1968-11-29|657416577242|adults_50up_male_urban.json
596-62-9267|6571589042902575|Shawn|Taylor|M|45650 Carter Route|Tampa|FL|33605|27.9671|-82.4334|717255|Camera operator|1954-04-22|212660437303|adults_50up_male_urban.json
188-98-1549|3585544518952027|Kelly|Watson|F|5213 Wesley Village Apt. 898|Clemmons|NC|27012|36.0341|-80.3962|25461|Ship broker|1953-05-14|608650755338|adults_50up_female_urban.json
428-59-1252|5507545279852405|Natasha|Wilson|F|234 Jason Common|Saint Albans|NY|11412|40.6958|-73.7617|34882|Physicist, medical|1987-11-17|840485664028|adults_2550_female_urban.json
080-03-7935|6011310890714014|Elizabeth|Smith|F|93932 Johnson Drive|Janesville|WI|53546|42.6683|-89.0025|72323|Health physicist|1980-10-20|639730188719|adults_2550_female_urban.json
361-21-8203|3589119083342809|Valerie|Garcia|F|759 Scott Coves|Wildwood|FL|34785|28.8454|-82.0347|17406|Education officer, community|1974-11-01|390132246890|adults_2550_female_urban.json
435-28-8426|4151718275487|Miranda|Miller|F|64794 Perez Lodge Suite 631|Naperville|IL|60563|41.7896|-88.169|160668|Publishing copy|1936-11-30|747062668674|adults_50up_female_urban.json
184-02-8056|4678112669121531|George|Larson|M|36749 Avila Unions Suite 579|East Brunswick|NJ|08816|40.4284|-74.4064|46298|Ophthalmologist|1931-07-02|536817324563|adults_50up_male_urban.json
286-19-7449|5447732010170262|Larry|Murphy|M|911 Sparks Flats Suite 778|Smyrna|TN|37167|35.9656|-86.5048|49322|Games developer|1997-05-26|375991908726|adults_2550_male_urban.json
560-03-0518|6011675677002845|Stephen|Martin|M|46719 Keller Spur Suite 782|Pompano Beach|FL|33065|26.2729|-80.2603|425636|Risk manager|1957-05-23|429736118748|adults_50up_male_urban.json
507-76-6190|3545009025590560|Brent|Reed|M|5033 Deborah Ramp Apt. 141|Foresthill|CA|95631|39.0682|-120.7224|6076|Leisure centre manager|1983-12-17|22204032792|adults_2550_male_urban.json
334-05-7552|4986407905696594|Anne|Freeman|F|7852 Cox Mews|Saint Louis|MO|63121|38.7072|-90.3055|927396|Engineer, drilling|1969-04-27|697919093310|adults_50up_female_urban.json
861-69-3508|4049639191954198767|Daniel|Flynn|M|468 Gonzalez Locks Suite 987|Morris|MN|56267|45.5921|-95.9172|6807|Sports development officer|1995-07-25|967143316329|adults_2550_male_urban.json
643-91-8458|4374896908357230|Brittany|Jennings|F|6513 Adams Heights Apt. 493|Bradenton|FL|34203|27.4547|-82.5359|216518|Optician, dispensing|1939-08-19|125578330109|adults_50up_female_urban.json
197-04-4024|4786603242044820701|Anthony|Mosley|M|416 Powers Course Suite 231|Lake Placid|FL|33852|27.2945|-81.3649|21790|Teacher, English as a foreign language|1928-02-06|552910383211|adults_50up_male_urban.json
535-86-9510|180071391559633|Taylor|Robinson|F|34764 Tracy Landing|Mentmore|NM|87319|35.5042|-108.8317|1832|Clinical scientist, histocompatibility and immunogenetics|2003-02-08|598359768117|young_adults_female_rural.json
487-88-4037|4575409003486451832|Scott|Price|M|4134 Michele Estates Suite 560|Ledyard|CT|06339|41.4401|-71.9956|8302|Graphic designer|2003-06-02|89620697091|young_adults_male_urban.json
483-95-6766|371248156985703|Philip|Davidson|M|720 Gonzalez Inlet|Irving|TX|75038|32.8653|-96.9905|217883|Interior and spatial designer|1985-09-23|92667395542|adults_2550_male_urban.json
162-32-8461|3596577242954312|Jason|White|M|300 Rebecca Mountain Apt. 420|New Iberia|LA|70560|30.001|-91.82|60524|Oncologist|1933-10-09|470805742447|adults_50up_male_urban.json
267-20-1460|349108677133341|Dwayne|Snyder|M|3934 Robert Lodge|Norfolk|MA|02056|42.1177|-71.3269|10981|Dancer|1975-06-05|317951159508|adults_2550_male_urban.json
242-80-7389|4971072563669|Nancy|Scott|F|005 Thomas Knoll|Pearl River|NY|10965|41.0629|-74.0159|14791|Trading standards officer|1929-11-27|738473764635|adults_50up_female_urban.json
727-96-0746|578964652809|Kevin|Green|M|7215 Thomas Crescent Suite 027|Florence|SC|29501|34.1838|-79.7728|88459|Health visitor|1941-05-09|398348868136|adults_50up_male_urban.json
290-34-4322|180062572870329|Anthony|White|M|2761 Williams Knolls Suite 771|Gainesville|GA|30501|34.3073|-83.8256|120577|Data scientist|1965-08-19|382783180255|adults_50up_male_urban.json
209-37-2960|4993908926137154|Allison|Maldonado|F|5915 Anthony Mount|Cardville|ME|04418|45.0776|-68.6033|1771|Quantity surveyor|1973-03-08|689144920939|adults_50up_female_rural.json
609-85-0096|349759230450182|Tiffany|James|F|2361 Melissa Estates Suite 642|Tulsa|OK|74106|36.1883|-95.986|413574|Community arts worker|2004-02-28|538153160157|young_adults_female_urban.json
